addr1,cat1,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,modifiedtime,sigungucode,archive_picture,lDongRegnCd,lDongSignguCd,usetime,overview,spot_code,parking_fee,cat2,title,past_image_url,past_image,이동_대중교통,이동_자차,활동_산책,동반_아이,동반_반려동물,청결_시설,뷰_야경_경관,휴식_조용함,유명,정보_구성_체험,볼거리_재미
인천광역시 연수구 함박안로 27 (연수동),A02,A02020700,2767614,12,2021-11-03,,,,126.6778579,37.42668459,2025-05-22,8,0,28,185,상시 개방,"장미공원은 인천 연수구 문학산 산자락에 위치한 근린공원이다. 총 102,443㎡ 면적으로 인천의 시화인 장미를 소재로 풍부한 볼거리를 제공하며, 지역 주민들에게 문화와 휴식, 놀이, 운동 등 다양한 일상 및 여가를 즐길 수 있는 공간을 마련했다. 장미원을 중심으로 야생화, 연꽃 등을 계절별로 연출하여 사계절 내내 형형색색의 아름다움과 향기가 넘치는 곳으로 만들며, 문학산의 산림과 맹꽁이 서식처를 보존하여 생태기능을 강화하고 자연 학습 체험도 가능하다. 공원 내부에는 어린이놀이터, 생태학습원, 운동시설, 야외무대, 산책로 등이 조성되어 있다. 장미가 피는 5월에는 여러 색깔과 품종의 장미를 볼 수 있으며, 장미축제도 펼쳐진다. 유럽의 정원을 연상시키는 건축 시설물과 장미 넝쿨 길도 있다. 장미 정원과 시원한 폭포수가 그려진 계단은 포토존으로도 인기다.",2767614,0,A0202,장미공원,,0,0,1,1,1,0,0,1,0,0,0,0
인천광역시 미추홀구 숭의동 33-18,A02,A02020700,2668545,12,2020-08-24,,,,126.6550507,37.46230227,2025-03-27,3,0,28,177,상시 개방,"인천광역시 미추홀구 주안역과 남인천역 사이에 부설된 철도였던 주인선을 따라 조성된 공원이다. 1985년 11월 15일 주인선이 공식으로 운행이 중단되고 이후 철길만 존재하다가 1997년부터 2005년까지 단계적으로 구간별 폐선 구간을 주인공원으로 거듭나게 되었다. 주인근인공원은 숭의동에서 용현동까지 기존의 주인선을 따라 주인공원이 연결되어 조성되어 있다. 간이 운동기구가 있어 주민들의 휴식장소로 사용되고 있다. 부분적으로 숭의동 주인공원, 주인근린공원, 용현동 주인공원의 형태로 차도에 의해 끊어진 구간에 따라 구분되어 있다.",2668545,-1,A0202,주인근린공원,,0,1,1,1,1,1,1,1,1,0,0,0
인천광역시 강화군 양도면 건평리 889,A02,A02020700,2633950,12,2019-11-07,,,,126.3960738,37.68154441,2025-03-14,1,0,28,710,상시 개방,"천상병 귀천공원은 인천광역시 강화군에 위치한 공원으로 천상병 시인의 대표 시 ‘귀천’의 시상을 떠올리게 한 건평 포구의 하늘을 구경할 수 있는 공원이다. 일본에서 태어나 경남 마산에서 자란 천상병 시인은 마산의 바닷가를 그리워했지만, 여비를 마련하지 못해 대신 강화도를 자주 찾았다고 한다. 건평포구에서 막걸리를 마시며 끄적인 메모가 ‘귀천’이라고 한다. 공원에서 만날 수 있는 천상병 시인의 동상은 보는 각도에 따라 느낌이 다르다고 하는데, 정면은 한없이 해맑고 측면에서는 외로움이 느껴지기도 한다. 시비는 천상병의 육필을 새긴 것이라고 하니, 이것 또한 눈여겨보면 좋겠다.",2633950,0,A0202,천상병 귀천(歸天) 공원,,0,0,1,1,1,0,0,1,0,0,0,0
인천광역시 서구 청라커낼로260번길 15 (청라동),A02,A02020300,2660736,12,2020-06-23,,,,126.6463801,37.53213567,2025-02-06,7,0,28,260,"06:00~22:00<br>
※ 21:00 이후 탕 이용 제한","인천에 위치한 청라 스파렉스는 도심에서 사우나를 즐길 수 있는 곳이다. 여름에는 옥상에 야외 수영장을 오픈하여 아이들과 함께 방문하기 좋다. 구명조끼 대여가 가능하여 따로 챙겨 올 필요가 없으며, 대여비도 무료이다. 다만, 야외 수영장은 여름철 한시적으로 운영하기 때문에 사전에 날짜를 확인 후 방문하는 것이 좋다. 또한 인천공항에서 자동차로 30분 거리에 위치해 한국의 찜질방 문화를 사랑하는 외국인들도 쉽게 이용할 수 있다.",2660736,2,A0202,청라 스파렉스,,0,0,1,0,0,0,1,0,0,0,0,0
인천광역시 서구 청라동,A02,A02020700,3061212,12,2023-11-29,http://tong.visitkorea.or.kr/cms/resource/85/3001485_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/3001485_image3_1.jpg,Type3,126.6516323,37.532944,2025-04-15,7,0,28,260,상시 개방,"청라커낼웨이는 인천광역시 서구 청라국제도시 중심을 관통하는 수변공원과 이를 둘러싼 상업지구를 의미한다. 인천시설공단에서 명명한 공식 명칭은 ‘문화공원’이지만, 많은 사람들이 수로와 함께 걷는 길이라는 의미로 ‘커낼웨이(Canal Way)’라고 부른다. 커낼웨이는 좁은 의미로는 청라국제도시 1, 2, 3동에 각각 조성된 세 개의 공원 집합을 뜻하며, 넓은 의미로는 도시 중앙을 따라 층별로 구성된 야외 공간 전체를 포함한다. 초기 입주 시기에 조성된 가장 오래된 수변 거리인 ‘에메랄드존(녹청공원)’, 가장 번화한 지역인 ‘루비존(창해공원)’, 그리고 활발하게 개발 중인 ‘사파이어존(정서진공원)’으로 불리는 수변 공간들이 서로 연결되어 있다. 지하 1층은 도시를 동서로 가로지르는 산책로로 이어지며, 지상 1층은 건널목과 골목길을 통해 도시 외곽으로 확장된다. 커낼웨이는 상업지구이면서 동시에 주거단지와 업무지구가 혼합된 형태로 설계되어 있다. 구조적으로는 일본 오사카의 도톤보리를 연상시키며, 중앙 수로와 이를 둘러싼 상가, 그리고 층계 구조로 구분된 지상 스트리트몰이 차량과 보행자의 동선을 분리하여 독창적인 도시 공간을 구성하고 있다. 야간의 커낼웨이는 수로 곳곳에 설치된 조명, 아파트와 상가, 수변공원에 마련된 분수에서 뿜어져 나오는 빛이 어우러져 아름다운 장관을 연출한다.",3061212,0,A0202,청라국제도시커낼웨이,,0,0,1,0,0,0,0,0,0,0,0,0
인천광역시 서구 크리스탈로 59,A02,A02020700,2465152,12,2016-12-20,http://tong.visitkorea.or.kr/cms/resource/93/3422893_image2_1.png,http://tong.visitkorea.or.kr/cms/resource/93/3422893_image3_1.png,Type1,126.636281,37.53059678,2025-03-17,7,0,28,260,상시 개방,"청라호수공원은 다양한 물의 이용을 통한 친수공간으로 조성된 곳이다. 호수공원 전체를 연결하는 순환동선 4개 공간으로 결합하여 과거, 현재, 미래를 잇는 새로운 패러다임을 제시한다. 주요 시설로는 음악분수, 레이크하우스, 청라루, 야외음악당, 환상의 숲 놀이터, 역사마당바닥분수 등이 있다. 

◎ 한류의 매력을 만나는 여행 정보 - 드라마 <더글로리>
동은은 연진의 남편 하도영에게 접근하기 위해 바둑(흑·백의 바둑돌을 이용해 집을 많이 차지하는 사람이 이기는 보드게임)을 배운다. 하도영은 기원을 자주 드나들 정도로 바둑을 사랑하는 남자이며 일례로 그는 공원 한가운데에 바둑판 광장을 조성하기까지 하는데, 이곳은 극 중에서 세명시 바둑공원이라 불린다. 이 장소는 실제 인천의 ‘청라호수공원’으로 야경 명소로도 유명한 공원이다. 실제 드라마에서 쓰인 바둑판 또한 공원에 마련되어 있으니 <더글로리>의 여운을 느끼고 싶다면 찾아가 보는 것을 추천한다.",2465152,0,A0202,청라호수공원,,0,0,1,1,1,1,1,1,0,1,0,1
인천광역시 강화군 화도면 해안남로 2553-25,A02,A02020200,2780145,12,2021-11-26,http://tong.visitkorea.or.kr/cms/resource/49/2780149_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/49/2780149_image2_1.jpg,Type3,126.3755271,37.62934458,2025-03-16,1,0,28,710,,"인천 강화군에 있는 티라시아 리조트는 서해안이 한눈에 펼쳐지는 조망을 갖춘 리조트이다. 하얀색 건물과 파란색 지붕은 그리스의 산토리니를 연상시킨다. 전 객실 복층으로 스파와 바비큐 공간이 독립형 구조로 되어 있으며, 바다가 보이는 야외 수영장과 바비큐장, 히노끼스파 시설도 마련되어 있다. 해안가 바로 앞에 있어 낮에는 서해안의 갯벌 체험과 저녁에는 일몰의 낙조를 감상할 수 있으며 리조트 뒤편에 산으로 연결되는 산책로와 등산로가 있다. 주변 여행지로는 장화리일몰조망지, 옥토끼우주센터, 강화 갯벌센터, 보문사, 고려궁지, 동막해수욕장, 초지진, 마니산, 전등사, 광성보 등이 있다.",2780145,2,A0202,티라시아리조트,,0,0,1,0,0,0,0,1,1,0,0,1
인천광역시 중구 영종해안남로321번길 186,A02,A02020600,2650745,12,2020-03-30,http://tong.visitkorea.or.kr/cms/resource/13/3352413_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/13/3352413_image3_1.jpg,Type3,126.4557445,37.43734611,2025-03-18,10,0,28,110,"[아쿠아스파권(통합권)]<br>
- 주중 10:00~19:00<br>
- 주말, 공휴일 10:00~21:00<br>
[찜질스파권]<br>
- 상시 10:00~21:00<br>
※ 운영상황에 따라 변경될 수 있음","씨메르는 인천 중구 영종도 파라다이스시티에서 2018년 9월에 오픈 했다. 씨메르는 하늘을 뜻하는 프랑스어 ‘ciel’과 바다를 뜻하는 ‘mer’를 합친 이름이다. 1만 3000여 ㎡(4000평) 규모로, 동시에 약 2000명까지 이용할 수 있다. 럭셔리하고 트렌디한 아쿠아 스파 존에서는 수영 시설 뿐만 아니라 다이나믹한 LED 미디어 아트와 차별화된 컨셉 풀파티를 즐길 수 있다.",2650745,2,A0202,파라다이스 씨티 씨메르(인천),,0,0,1,0,0,0,1,0,0,0,0,0
인천광역시 중구 영종해안남로321번길 186 (운서동),A02,A02020200,2932001,12,2022-12-08,,,,126.4543613,37.43875426,2025-04-10,10,0,28,110,,"파라다이스시티는 호텔, 카지노, 플라자(쇼핑), 스파, 클럽 등 다양한 호스피탈리티 및 엔터테인먼트가 결합한 대한민국 최초의 복합 리조트이다. 시설 설계, 콘텐츠, 서비스 등 모든 면에서 국내 타 시설과 비견할 수 없는 퀄리티로 선보이기 위해 세계적인 파트너사들과 협력하고 있다. 또한 국내 최초 ‘아트테인먼트(Art-tainment)’ 복합리조트를 표방한다. 국내외 최정상 예술가의 작품부터 파라다이스가 후원하는 신진 작가의 작품까지 감상할 수 있는 아트 갤러리 같은 문화공간에서 사계절 다채로운 문화를 제공하고 있다. 고객들은 예술적이고 다이나믹한 시설이 조각보처럼 어우러져 한 번에 모든 것을 누릴 수 있는 창조적 공간인 파라다이스시티에서 휴식과 여유를 즐길 수 있다. 

◎ 한류의 매력을 만나는 여행 정보
아이폰14 광고 속 뉴진스가 플래시 세례를 받으며 걸어가던 장소는 영종도의 5성급 호텔, 파라다이스시티다.",2932001,,A0202,파라다이스시티,,0,0,1,0,0,0,0,1,1,0,0,1
인천광역시 중구 영종해안남로321번길 186,A02,A02020600,2785747,12,2021-12-03,http://tong.visitkorea.or.kr/cms/resource/64/3096364_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/64/3096364_image3_1.jpg,Type1,126.4557445,37.43734611,2025-03-28,10,0,28,110,11:00~19:00 (입장 마감 18:00),"밤의 유원지를 컨셉으로 한 원더박스는 놀이와 축제가 가득한 가족형 실내 테마파크이다. 다이나믹한 어트랙션과 환상적인 퍼포먼스로 가득한 공간이다. 원더박스의 어트랙션은 티컵, 범버카, 해피스윙 등 다양한 놀이기구를 즐길 수 있는 공간이다. 또한 슈팅갤러리, 고블렛 토스 등 게임을 해서 상품을 받을 수 있는 카니발 게임이 있다. 놀이시설 외에도 원더박스만의 특별한 스트리트 푸드와 이색적인 기념품으로 특별한 추억을 만들 수 있다. 의무실, 수유실, 물품보관함 등 편의시설을 잘 갖추고 있어 아이들과 함께 가족 단위로 시간을 보내기 좋은 곳이다.",2785747,0,A0202,파라다이스시티 원더박스,,0,0,1,0,1,0,1,0,0,0,1,1
인천광역시 중구 연안부두로 36,A02,A02020800,744952,12,2009-06-01,http://tong.visitkorea.or.kr/cms/resource/33/3351033_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/33/3351033_image3_1.jpg,Type3,126.6018724,37.45551601,2025-03-18,10,1,28,110,,1903년 6월 1일 우리나라에서 최초로 등대 불빛을 밝힌 팔미도 등대는 지난 100년간의 임무를 수행하고 인천시 지방문화재로 지정되어 그 자리를 지키며 보존되고 있고 현재는 새로 지은 등대가 불빛을 비추고 있다. 이곳 팔미도는 원래 사람들의 발길이 통제되어 있었지만 2009년 1월 1일부터 입도가 허락되었다.,744952,0,A0202,팔미도 등대,https://iharchive.ifac.or.kr/thumb/2022/12/MCMSFIP28154,1,0,1,1,1,0,1,1,0,1,1,1
인천광역시 강화군 길상면 보리고개로 166,A02,A02020600,2765261,12,2021-11-01,http://tong.visitkorea.or.kr/cms/resource/01/2780701_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/01/2780701_image2_1.jpg,Type3,126.4861227,37.62532755,2025-06-26,1,0,28,710,"10:00~18:00<br>
※동절기 10:00~17:00","강화도 길상면에 위치한 강화도 최초의 국가인증 동물원으로 자연 친화적인 실내외 동물원이다. 강화도 최초 알파카 상륙으로 알려진 동물원으로 실내 동물원에서는 토끼, 기니피그, 거북이, 호저, 라쿤, 벵갈캣 등 작은 동물들을 직접 관찰할 수 있다. 두꺼비, 도둑게, 타란툴라, 개구리 등 파충류 관이 별도로 마련되어 있고 미꾸라지 잡기 체험 놀이도 있다. 실외 동물원에서는 알파카와 오리, 꽃사슴 등과 교감할 수 있다. 동물들을 가까이에서 보고 먹이를 주고 만져보면서 동물들과 교감하고 친해지는 체험을 할 수 있다.",2765261,0,A0202,프렌쥬랜드,,0,0,1,0,1,0,1,0,0,0,1,1
인천광역시 중구 하늘달빛로 108 (중산동),A02,A02020700,2769652,12,2021-11-08,http://tong.visitkorea.or.kr/cms/resource/98/3396098_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/98/3396098_image3_1.JPG,Type3,126.5560534,37.48822529,2025-03-18,10,0,28,110,상시 개방,영종도 인천 중산고등학교 인근 하늘도시 체육공원이다. 인조 잔디가 있는 축구장 1면과 육상 트랙 시설을 비롯한 풋살장 등 야외 체육시설 공원이다. 영종동 인구가 5만 5천 명을 넘어서면서 체육공원 이용자도 대폭 늘어났다. 최근에는 주차장 시설을 크게 늘렸으며 주민들은 이용자들의 증가에 따른 수영장과 실내 배드민턴장 등 다목적 체육관 건립 추진을 요청하고 있다.,2769652,2,A0202,하늘체육공원,,0,0,1,1,1,0,0,1,0,0,0,0
인천광역시 연수구 해돋이로 51,A02,A02020700,2766397,12,2021-11-02,http://tong.visitkorea.or.kr/cms/resource/40/3380840_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/40/3380840_image3_1.jpg,Type3,126.6548416,37.3885775,2025-03-19,8,0,28,185,상시 개방,"해돋이공원은 인천 송도 센트럴파크 공원 바로 옆에 있는 근린공원으로 면적 210,468m² 규모의 송도국제도시의 주요 공원 중의 한 곳이다. 송도 가볼 만한 곳으로 유명한 이곳은 잔디와 산책로가 잘 조성되어 있어 피크닉과 산책하는 장소로도 사랑받는 공원이다. 정보화 신도시를 상징하는 현대적 공원 이미지 구현을 주제로 하여 조성되었고, 조경 시설로는 폴 91m의 음악분수광장과 파고라 35개소 등의 휴양시설을 설치하였다. 통신 놀이 공간과 과학 놀이 공간, 만화경과 배조합 놀이대 등의 유희 시설을 설치해 타 공원과는 차별되는 시설을 배치하였다. 특히 장미원과 미로 장미원이 있어 장미의 계절인 5월에는 찾는 사람들이 많은 명소이다.",2766397,0,A0202,해돋이공원,,0,0,1,1,1,1,1,1,1,0,0,1
인천광역시 서구 봉수대로 257,A02,A02020400,701642,12,2009-02-27,,,,126.6606686,37.49874813,2025-03-27,7,0,28,260,06:00~22:00,"해수워터피아는 사우나, 찜질방 외에도 피트니스클럽, 소극장, 공연장을 갖춘 복합레저타운이다. 지하 250m 천연 암반속에서 끌어올린 청정해수를 사용한다. 3층엔 여성사우나 6층은 남성 사우나로 각종 테마별 욕탕(해수탕, 해수냉탕, 이벤트탕, 열탕, 비취온탕, 녹차탕, 안마탕, 급냉탕, 사우나(황토, 자수정이슬, 게르마늄), 수면실등이 있다. 또 4층은 중앙홀을 중심으로 식당과 커피숍, 황금숯방, 황토방, 비취수정방, 에스키모방 그리고 공연장이 있으며 4층을 내려볼 수 있는 5층 발코니를 돌면 찜질코너와 PC방, 마사지&피부숍, 여성수면실, 여성전용휴게실 등이 있다. 찜질방은 산소방, 아로마 향기방, 산림욕방, 다이아몬드방등 각종 테마형 찜질방이 있다.",701642,0,A0202,해수워터피아,,0,0,1,0,0,0,1,0,0,0,0,0
인천광역시 동구 화도진로 114,A02,A02020700,1114618,12,2010-10-21,http://tong.visitkorea.or.kr/cms/resource/28/3351628_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/28/3351628_image3_1.jpg,Type3,126.6288886,37.48248557,2025-03-17,5,0,28,140,상시 개방,"화도진은 구한말 인천 앞바다의 해안경계를 위해 설치한 것으로 신미양요와 운양호 사건 등 미국, 프랑스, 일본의 잇따른 내습에 자극받아 수도 서울의 유일한 수로관문이었던 현 화수동 138번지 일대에 위치하여 있다. 한미수교 1백 주년이 되는 지난 1982년 인천시가 이를 기념하기 위해 이 일대를 공원으로 조성하고 기념 표지석을 세웠다. 이후 1988년 12월에 동헌, 안채, 사랑채, 전시관 등 옛 화도진지를 기본으로 화도진병영을 완전 복원하고 각종 편의시설 및 부대시설을 갖춰 도심의 아늑한 휴식공간을 조성, 역사의 산교육장으로 거듭 태어났다. 동헌은 관리들이 집무를 행하던 장소로 당시 한미수호통상조약 체결 모습이 밀랍인형으로 만들어져 있다. 내사는 안주인의 거처로 안채라고도 부르며 안방에는 보료, 반짇고리, 버선장, 3 층장, 반닫이 등 각종 유물들이 진열되어 있고 대청마루에는 찬장과 쌀뒤주, 장탁자들이 당시의 생활모습을 재현하고 있다. 사랑채는 바깥주인이 거처하며 학덕이 높고 사회적 지위나 가세가 넉넉할수록 그 규모가 크고 당대 사회문화의 척도로서 주인의 정신적 성향, 경제적 능력을 말해주는가 하면 수군기지였던 화도진에서의 사랑채는 병사들이 기거하던 병영건물의 하나로 사용했다.",1114618,0,A0202,화도진공원,,0,0,1,1,1,0,0,1,0,0,0,0
인천광역시 계양구 새벌로111번길 7,A02,A02020700,2766178,12,2021-11-02,http://tong.visitkorea.or.kr/cms/resource/70/3393670_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/70/3393670_image3_1.JPG,Type3,126.7156294,37.52679029,2025-03-14,2,0,28,245,상시 개방,"인천광역시 계양구 새벌로에 위치한 효성공원은 주변에 아파트가 있어 주민들이 많이 이용하는 공원으로 ‘JC공원’이라고도 불린다. 어린이 놀이터, 인조잔디축구장, 농구장 등이 있고, 여러 운동기구와 발 지압장이 마련되어 있다. 나무숲 사이로는 산책로가 잘 조성되어 있으며 휴식을 위한 정자와 벤치가 설치되어 있다. 특히 이곳의 인조잔디축구장은 시설이 잘되어 있고 타 축구장보다 이용요금도 저렴해서 축구 동호인들이 선호하는 시설 중의 한 곳이다. 계양구청이 구내 여러 공원과 지역 주민들을 위해 실시하는 운동사업의 일환으로 효성공원에서는 매주 순환 운동 교실을 운영하고 있다.",2766178,0,A0202,효성공원,,0,0,1,1,1,0,0,1,1,0,1,0
인천광역시 강화군 삼산면 삼산남로 991,A02,A02020200,2792631,28,2021-12-13,http://tong.visitkorea.or.kr/cms/resource/75/2800275_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/2800275_image2_1.jpg,Type3,126.3005378,37.69186654,2024-05-17,1,0,28,710,,"스카이랜드 카라반 호텔은 인천시 강화군 석모도에 자리한 글램핑장으로 청정한 바다와 드넓은 갯벌이 그림처럼 펼쳐져 있는 곳이다, 넓은 부지와 다양한 객실, 잘 가꿔진 야외 정원이 프라이빗 한 캠핑을 제공한다. 어떤 카라반을 이용하든 탁 트인 바다 뷰를 감상할 수 있으며, 카라반 앞에 마련된 데크는 넓고 쾌적한 편이다. 또 이곳이 카라반 호텔로 불리는 이유는 기분 좋은 서비스를 제공하기 때문인데 주차장에 도착하면 직원이 카트를 타고 짐을 운반해 주며, 넓은 부지의 캠핑장을 카트로 한 바퀴씩 구경시켜 준다. 카라반 내부 역시 깨끗하고 편안한 침구류는 물론, 테이블과 싱크대, 냉장고, 각종 조리도구가 갖춰져 있다. 카라반마다 개별 바비큐가 가능해 조용하게 식사를 즐기기에도 좋다. 또한, 산책로를 따라 내려가면 작은 해변이 나오는데, 카라반 이용 고객들만 이용하기 때문에 사람이 적고 조용하다.",2792631,2,A0202,스카이랜드리조트,,0,0,1,0,0,0,0,1,1,0,0,1
인천광역시 강화군 양도면 강화남로921번길 10-6,A02,A02030100,800798,12,2009-09-10,http://tong.visitkorea.or.kr/cms/resource/51/3351651_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/3351651_image3_1.jpg,Type3,126.416497,37.68030325,2025-03-14,1,0,28,710,상시 개방,"강화 달빛동화마을은 인근 진강산과 덕정산, 용천과 삼흥천 등과 어우러져 평화로운 분위기를 자아내는 농촌체험마을이다. 이곳에서는 짚풀 공예, 버섯 수확 체험, 인삼고추장 만들기, 수제 쑥비누 만들기 등 다양한 체험 프로그램을 즐길 수 있다. 또한 3~5월에는 딸기 수확, 6~8월에는 블루베리, 7~9월에는 고추 따기, 10~11월에는 속 노란 고구마 캐기 등 계절별로 체험 활동을 할 수 있다. 아이들과 함께 좋은 추억을 만들 수 있는 자연 친화적인 공간이다.",800798,0,A0203,강화 달빛동화마을,,0,0,1,0,0,0,0,0,0,0,0,0
인천광역시 강화군 불은면 중앙로 742-2,A02,A02030400,971122,12,2010-03-11,http://tong.visitkorea.or.kr/cms/resource/51/3351051_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/51/3351051_image3_1.jpg,Type3,126.4347558,37.70292593,2024-08-20,1,0,28,710,"[농경문화관]<br>
- 하절기 (3~10월) 09:30~17:30<br>
- 동절기 (11~2월) 09:30~16:30<br>
[온새미로]<br>
- 하절기 (3~10월) 09:00~18:00<br>
- 동절기 (11~2월) 09:00~17:00","‘약쑥(艾)으로 아름다움을 추구한다’는 의미의 강화약쑥특구 아르미애월드는 강화약쑥의 맛과 멋을 체험할 수 있는 약쑥테마공간이다. 모던한 실내인테리어와 탁 트인 시원한 전경을 바라보며 식사를 즐길 수 있는 향토음식 전문식당과 약쑥족욕, 좌훈, 약쑥찜질 등을 체험할 수 있는 약쑥체험장, 천연염색, 약선요리 등 복합문화체험장, 강화군 우수 농특산물을 구매할 수 있는 농특산물판매장이 있다. 또한, 어린이들이 농촌의 소중함과 토종종자를 배울 수 있는 농경문화관, 조선시대 온실을 찾아 미로길을 체험하는 온새미로공원, 그밖에 야외 휴식공간인 잔디광장과 로컬푸드가공공장이 있다. 봄철 진달래 군락지로 고려산과 함께 등반객들에게 잘 알려진 혈구산 자락에 위치한 아르미애월드는 특히, 등산과 함께 테마코스로 추천받는 강화도 이색 여행지로 새롭게 떠오르고 있다.",971122,2,A0203,강화 아르미애월드,,0,0,1,0,0,0,0,0,0,0,0,0
인천광역시 강화군 내가면 황청포구로385번길 8,A02,A02030100,128385,12,2005-04-19,http://tong.visitkorea.or.kr/cms/resource/79/3388779_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/79/3388779_image3_1.JPG,Type3,126.3604122,37.71847559,2025-03-14,1,0,28,710,상시 개방,"강화 용두레 마을은 들녘 가득히 울려 퍼지는 할아버지들의 구수한 용두레질 노래 가락에 맞춰 물을 푸는 아름다운 전통을 간직한 농어촌체험·휴양마을이다. 용두레질 체험과 천연염색, 전통음식 만들기 체험 등 우리 농촌의 소중함을 배울 수 있는 곳이다. 예부터 맑은 물이 흘러 큰 인물이 난다는 전설이 내려오는 마을이다. 마을 남쪽과 동쪽은 등산을 할 수 있는 봉화산과 국수산이 엄마 품처럼 다가오고 서쪽으로 석모도와 서해 바다가 펼쳐져 있어 아름다운 서해 낙조를 관망할 수 있다. 또한 넓은 농경지 끝자락의 바닷물이 빠지면 나타나는 갯벌에서 조개잡이와 망둥어 낚시 등을 즐길 수 있으며 겨울철에는 청둥오리와 기러기 등 철새도 많이 찾아와 또 하나의 멋진 볼거리를 제공하는 곳이다. 

(출처 : 인천투어)",128385,0,A0203,강화 용두레마을,,0,0,1,0,0,0,0,0,0,0,0,0
인천광역시 강화군 강화읍 관청길27번길 10,A02,A02030400,2684765,12,2020-11-23,,,,126.4861109,37.7484743,2024-12-05,1,0,28,710,,"강화읍의 숨겨진 역사와 문화를 직접 걸으며 강화의 역사, 산업, 종교를 한눈에 만날 수 있는 강화 스토리워크는 강화 역사만이 아닌 대한민국 근대사와 연결돼 있기에 더욱 의미 있는 곳이다. 강화의 전성기를 느낄 수 있는 심도직물(터), 한옥으로 지어진 가장 오래된 교회인 대한성공회 강화성당, 강화에서 일어난 대규모 만세운동을 기념한 강화 3.1 독립만세 기념비, 한국 천주교의 노동 문제를 적극적으로 개입한 첫 사건을 기념한 노독사목 표지석, 고려시대부터 강화읍의 한편을 지키고 있는 700년 은행나무, 강화 직물 이야기를 소개한 이화견직 담장길, 우리나라에서 가장 오래된 근대식 방직 공장이었던 조양방직, 강화의 독립운동의 현장인 강화중앙교회, 합일초등학교 독립운동길, 강화의 전통이었던 직조산업을 오감으로 느낄 수 있는 소창체험관까지 이어진다. 친환경 전기자전거를 타고 고려궁지 등 주요 관광지를 둘러보는 여행상품도 운영 중이다.",2684765,0,A0203,강화 원도심 스토리워크,,0,1,1,1,1,0,1,1,0,1,1,1
인천광역시 강화군 교동면 교동동로471번길 6-60,A02,A02030400,3061177,12,2023-11-30,http://tong.visitkorea.or.kr/cms/resource/43/3000843_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/43/3000843_image3_1.jpg,Type3,126.2902251,37.7837223,2025-04-16,1,0,28,710,"- 평일 09:30~17:30<br>
- 주말 09:00~18:30","화개산 전망대를 가기 위한 이동 수단으로  외줄 레일을 따라 무인으로 운행된다. 모노레일에  탑승하면  연산군 유배지가 있는 화개정원과 탁 트인 교동도를 한눈에 볼 수 있다. 정상 승강장에 도착하면  북녘땅의 예산강을 따라 펼쳐진 연백평야를 볼 수 있는 망원경, 한반도 모양의 포토존 등이 설치되어 있다. 모노레일이 통과하는 화개정원과 화개산 전망대가 주변에 있어 자연경관도 즐길 수 있다. 모노레일은 상하행 각각 20분으로 왕복 40분이 소요된다.",3061177,0,A0203,강화 화개산 모노레일,,0,0,1,0,0,0,0,0,0,0,0,0
인천광역시 강화군 송해면 전망대로468번길 11,A02,A02030100,129291,12,2006-10-31,http://tong.visitkorea.or.kr/cms/resource/01/3389401_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/01/3389401_image3_1.JPG,Type3,126.4584675,37.80200368,2025-03-14,1,0,28,710,상시 개방,"인천광역시 강화군 송해면에 있는 농촌 전통 테마 마을이다. 2005년 지정되었으며 강화의 완초를 이용해 전통 화문석을 만드는 체험을 중심으로 계절별로 다양한 농사 체험과 수확 체험을 함께 즐길 수 있다. 화문석마을은 예로부터 화문석이 유명했다. 화문석은 왕골을 꽃무늬를 넣어 엮어 짠 꽃돗자리다. 고려시대부터 시작돼 가내수공업 형태로 발전하다 100여 년 전 조선 왕실에서 도안을 넣어 만들라는 명을 내려서 이 마을의 한충교 씨가 무늬를 넣은 화문석 제작에 성공했다. 마을 안에 화문석박물관이 있다. 또한 이 마을은 황해도 전통 농악인 길학군 7차 농악이 보존된 유일한 마을이기도 하다.

(출처 : 인천투어)",129291,0,A0203,강화 화문석마을,,0,0,1,1,0,0,0,0,1,0,1,0
